species	Phylum	Class	Order	Family	Genus
Veillonella denticariosi JCM 15641	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
Yersinia massiliensis	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia
Ochrobactrum haematophilum	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum
Ochrobactrum pseudogrignonense	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum
Nocardia speluncae NBRC 108251	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia
Jiangella alkaliphila	Actinobacteria	Actinobacteria	Jiangellales	Jiangellaceae	Jiangella
Desulfoluna spongiiphila	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfoluna
Candidatus Microthrix parvicella Bio17-1	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Microthrixaceae	Candidatus Microthrix
Leptospirillum rubarum	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Leptospirillum
Halomonas daqingensis	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
Halomonas shengliensis	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
Calidifontibacter indicus	Actinobacteria	Actinobacteria	Micrococcales	Dermacoccaceae	Calidifontibacter
Porphyromonas catoniae ATCC 51270	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
Azoarcus communis	Proteobacteria	Betaproteobacteria	Rhodocyclales	Zoogloeaceae	Azoarcus
Ruminococcus sp.	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
Agromyces fucosus	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces
Cryobacterium psychrophilum	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Cryobacterium
Hyunsoonleella jejuensis	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Hyunsoonleella
Enterococcus saccharolyticus subsp. saccharolyticus ATCC 43076	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus
Sphingobium chinhatense IP26	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
Microvirga lupini	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga
Epulopiscium sp. 'N.t. morphotype B'	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium
Marinobacterium rhizophilum DSM 18822	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium
Pelagicola litoralis	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pelagicola
Chryseobacterium hominis	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Clostridium tepidiprofundi DSM 19306	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium
Chromohalobacter marismortui	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter
Lactobacillus equicursoris DSM 19284 = JCM 14600 = CIP 110162	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Pseudoalteromonas sp. BSi20439	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas
Ureaplasma canigenitalium ATCC 51252	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma
Ureaplasma diversum NCTC 246	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Ureaplasma
Paraburkholderia bryophila	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia
Paraburkholderia megapolitana	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia
Sphingobium ummariense RL-3	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
Thalassobaculum litoreum DSM 18839	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassobaculum
Jannaschia donghaensis	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Jannaschia
Yoonia maricola	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia
Methylomonas methanica MC09	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas
Sulfitobacter donghicola DSW-25 = KCTC 12864 = JCM 14565	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
Arthrobacter sp. D4	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter
Chryseobacterium oranimense	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Chryseobacterium halperniae	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Microbacterium sp. H6	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium
Chryseobacterium haifense DSM 19056	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Chryseobacterium bovis DSM 19482	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Chryseobacterium luteum	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium
Ectothiorhodospira haloalkaliphila ATCC 51935	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodospira
Bacillus butanolivorans	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Ochrobactrum sp.	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Ochrobactrum
Actinosynnema pretiosum subsp. pretiosum	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinosynnema
Mesorhizobium sp. WSM3866	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
Mesorhizobium sp. WSM3876	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
Beggiatoa sp. SS	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa
Beggiatoa sp. PS	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa
Streptomyces acidiscabies 84-104	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Streptomyces bottropensis ATCC 25435	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Streptomyces diastatochromogenes	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Streptomyces neyagawaensis	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Streptomyces sampsonii	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Stenoxybacter acetivorans DSM 19021	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Stenoxybacter
Terrabacter aerolatus	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Terrabacter
Desulfovibrio termitidis HI1	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Nitrospira moscoviensis	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
Rubrobacter radiotolerans	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter
Eubacterium ruminantium	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium
Mucilaginibacter gracilis	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
Mucilaginibacter paludis DSM 18603	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
Veillonella rogosae JCM 15642	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella
Nitrosomonas sp.	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas
Nitrosomonas oligotropha	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas
Elusimicrobium minutum Pei191	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
Rhizobium sp. IRBG74	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium
Halobacteroides halobius DSM 5150	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halobacteroides
Roseobacter litoralis Och 149	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter
Marinovum algicola DG 898	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marinovum
Desulfofundulus thermocisternus DSM 10259	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfofundulus
Aureimonas frigidaquae	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas
Chryseoglobus frigidaquae	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Chryseoglobus
Nocardioides terrigena	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
Thiohalocapsa marina	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiohalocapsa
Cellulosilyticum ruminicola JCM 14822	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Cellulosilyticum
Mesorhizobium tamadayense	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium
Helicobacter japonicus	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
Mycobacterium arosiense ATCC BAA-1401 = DSM 45069	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Pseudomonas guineae	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pedobacter duraquae	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Pedobacter westerhofensis	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Pedobacter metabolipauper	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Pedobacter hartonius	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Halomonas salina	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
Halomonas eurihalina	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas
Bacillus polygoni	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Prevotella nanceiensis DSM 19126 = JCM 15639	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Methylosinus trichosporium OB3b	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus
Thiomonas arsenitoxydans	Proteobacteria	Betaproteobacteria	Burkholderiales	Thiomonas	
Methylobacterium sp. 4-46	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
Natronincola peptidivorans	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Natronincola
Alkaliphilus peptidifermentans DSM 18978	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Alkaliphilus
Flavobacterium subsaxonicum WB 4.1-42 = DSM 21790	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Algoriphagus vanfongensis DSM 17529	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus
Sediminibacterium salmoneum NBRC 103935	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Sediminibacterium
Tenacibaculum aiptasiae	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
Alkalibacterium thalassium	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium
Alkalibacterium pelagium	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium
Alkalibacterium putridalgicola	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium
Alkalibacterium kapii	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium
Nocardia rhamnosiphila NBRC 108938	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia
Bhargavaea beijingensis	Firmicutes	Bacilli	Bacillales	Planococcaceae	Bhargavaea
Bhargavaea ginsengi	Firmicutes	Bacilli	Bacillales	Planococcaceae	Bhargavaea
Streptomyces collinus Tu 365	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces
Bacillus chagannorensis DSM 18086	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Salsuginibacillus kocurii DSM 18087	Firmicutes	Bacilli	Bacillales	Bacillaceae	Salsuginibacillus
Helicobacter baculiformis	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
Methylobacterium platani	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium
Humibacter albus DSM 18994	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Humibacter
Nitriliruptor alkaliphilus DSM 45188	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor
Bacillus alkalinitrilicus	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Desulfurivibrio alkaliphilus AHT 2	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfurivibrio
Dethiobacter alkaliphilus AHT 1	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Dethiobacter
Methylosinus sporium	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylocystaceae	Methylosinus
Moritella dasanensis ArB 0140	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella
Corynebacterium argentoratense DSM 44202	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
Ammonifex degensii KC4	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Ammonifex
Candidatus Riesia pediculischaeffi	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Riesia
Candidatus Riesia pthiripubis	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Candidatus Riesia
Staphylococcus lentus F1142	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus
Rickettsia felis URRWXCal2	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia
Jonquetella anthropi DSM 22815	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella
Enterobacter sp.	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter
Flavobacterium lindanitolerans	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Novosphingobium mathurense	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Novosphingobium panipatense	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
Pseudomonas panipatensis	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Pseudoxanthomonas indica	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas
Sphingobium sp. HDIP04	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium
Bacillus sp. SM1	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
Modestobacter versicolor	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae	Modestobacter
Sphingomonas desiccabilis	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
Maribacter polysiphoniae	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter
Devosia chinhatensis	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia
Devosia crocina	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia
Cystobacter fuscus DSM 2262	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Cystobacter
Marinobacter segnicrescens	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
Salinicola salarius	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Salinicola
Pedobacter steynii	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Burkholderia humptydooensis	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia
Rhodobacter azotoformans	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter
Trichococcus pasteurii	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus
Candidatus Synechococcus spongiarum LMB bulk15N	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	
Holospora elegans E1	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Holospora
Methylacidiphilum kamchatkense Kam1	Verrucomicrobia	Methylacidiphilae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum
Pelomonas puraquae	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas
Roseateles aquatilis	Proteobacteria	Betaproteobacteria	Burkholderiales	Roseateles	
Mycolicibacterium setense	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium
Lactobacillus senmaizukei DSM 21775 = NBRC 103853	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
Acetobacter ghanensis	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
Tissierella praeacuta DSM 18095	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tissierella
Tissierella creatinini	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tissierella
Demequina lutea	Actinobacteria	Actinobacteria	Micrococcales	Demequinaceae	Demequina
Spirosoma luteum DSM 19990	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma
Spirosoma spitsbergense DSM 19989	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma
Paenibacillus ginsengihumi DSM 21568	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus
Idiomarina sediminum DSM 21906	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
Marinobacter guineae	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter
Deinococcus peraridilitoris DSM 19664	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
Candidatus Mycoplasma haemobos	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma
Pseudomonas alcaligenes	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mycolicibacterium peregrinum	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium
Butyrivibrio proteoclasticus B316	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio
Pseudomonas denitrificans (nomen rejiciendum)	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Aminicella lysinilytica	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Aminicella
Propioniciclava tarda	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propioniciclava
Mycobacterium branderi	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
Prauserella rugosa	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Prauserella
Kutzneria albida DSM 43870	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Kutzneria
Phycicoccus bigeumensis	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Phycicoccus
Cryobacterium mesophilum	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Cryobacterium
Nocardioides sediminis	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
Nocardioides halotolerans DSM 19273	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
Pseudoxanthobacter soli DSM 19599	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudoxanthobacter
Pseudacidovorax intermedius	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pseudacidovorax
gamma proteobacterium IMCC2047	Proteobacteria	Gammaproteobacteria			
Acetobacter aceti	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter
Lysobacter spongiicola DSM 21749	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
Pseudomonas sp. SMT-1	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Streptococcus sp. C150	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Algoriphagus hitonicola	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus
Lysobacter capsici	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter
Salegentibacter salarius	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter
Idiomarina salinarum	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina
