GeneID	Chr	Start	End	Strand
BSU_29690	NC_000964.3	3040092	3040724	+
BSU_29700	NC_000964.3	3040751	3041395	+
BSU_29710	NC_000964.3	3041392	3042555	+
BSU_29720	NC_000964.3	3042566	3043294	-
BSU_29730	NC_000964.3	3043284	3044102	-
BSU_29740	NC_000964.3	3044165	3045169	-
BSU_29750	NC_000964.3	3045445	3046521	-
BSU_29760	NC_000964.3	3046757	3047083	-
BSU_29770	NC_000964.3	3047107	3047562	-
BSU_29780	NC_000964.3	3047593	3048015	-
BSU_29790	NC_000964.3	3048177	3049475	-
BSU_29805	NC_000964.3	3049725	3052583	-
BSU_29820	NC_000964.3	3052743	3053348	-
BSU_29830	NC_000964.3	3053364	3054173	-
BSU_29840	NC_000964.3	3054188	3054511	-
BSU_29845	NC_000964.3	3054550	3054666	-
BSU_29850	NC_000964.3	3054746	3055192	+
BSU_29860	NC_000964.3	3055247	3056320	-
BSU_29870	NC_000964.3	3056479	3056796	+
BSU_29880	NC_000964.3	3056849	3058549	-
BSU_29890	NC_000964.3	3058631	3059401	-
BSU_29900	NC_000964.3	3059547	3060188	-
BSU_29910	NC_000964.3	3060395	3060673	+
BSU_29920	NC_000964.3	3060674	3061288	-
BSU_29930	NC_000964.3	3061651	3063807	-
BSU_29940	NC_000964.3	3063833	3064762	-
BSU_29950	NC_000964.3	3064811	3065725	-
BSU_29960	NC_000964.3	3065751	3066302	-
BSU_29970	NC_000964.3	3066451	3067386	+
BSU_29980	NC_000964.3	3067420	3068811	-
BSU_29990	NC_000964.3	3068908	3070206	+
BSU_30000	NC_000964.3	3070246	3071403	-
BSU_30010	NC_000964.3	3071400	3072110	-
BSU_30020	NC_000964.3	3072401	3072622	+
BSU_30035	NC_000964.3	3072743	3073462	-
BSU_30050	NC_000964.3	3073531	3075165	-
BSU_30060	NC_000964.3	3075367	3076629	+
BSU_30070	NC_000964.3	3076818	3078356	+
BSU_30080	NC_000964.3	3078393	3078575	-
BSU_30090	NC_000964.3	3078643	3079311	-
BSU_30100	NC_000964.3	3079333	3080619	-
BSU_30110	NC_000964.3	3080631	3081134	-
BSU_30120	NC_000964.3	3081131	3082252	-
BSU_30135	NC_000964.3	3082260	3083225	-
BSU_30150	NC_000964.3	3083441	3085759	+
BSU_30160	NC_000964.3	3085800	3087296	-
BSU_30170	NC_000964.3	3087321	3088181	-
BSU_30180	NC_000964.3	3088388	3089149	-
BSU_30190	NC_000964.3	3089226	3090413	-
BSU_30200	NC_000964.3	3090482	3091489	-
BSU_30210	NC_000964.3	3091492	3092187	-
BSU_30220	NC_000964.3	3092184	3093353	-
BSU_30230	NC_000964.3	3093343	3094689	-
BSU_30240	NC_000964.3	3094679	3095455	-
BSU_30250	NC_000964.3	3095665	3096564	-
BSU_30260	NC_000964.3	3096782	3097816	+
BSU_30270	NC_000964.3	3097850	3099130	+
BSU_30280	NC_000964.3	3099123	3100034	+
BSU_30290	NC_000964.3	3100031	3100861	+
BSU_30300	NC_000964.3	3100881	3102179	+
BSU_30310	NC_000964.3	3102201	3102512	-
BSU_30320	NC_000964.3	3102629	3105043	-
BSU_30330	NC_000964.3	3105470	3105805	-
BSU_30340	NC_000964.3	3106210	3106995	+
BSU_30350	NC_000964.3	3107232	3108425	-
BSU_30360	NC_000964.3	3108614	3109360	+
BSU_30370	NC_000964.3	3109397	3111337	-
BSU_30380	NC_000964.3	3111327	3112088	-
BSU_30390	NC_000964.3	3112190	3113194	-
BSU_30400	NC_000964.3	3113187	3113882	-
BSU_30410	NC_000964.3	3113979	3115289	-
BSU_30420	NC_000964.3	3115279	3115974	-
BSU_30430	NC_000964.3	3115989	3116966	-
BSU_30440	NC_000964.3	3116996	3117982	-
BSU_30450	NC_000964.3	3117976	3118854	-
BSU_30460	NC_000964.3	3118847	3119239	-
BSU_30466	NC_000964.3	3119273	3119410	-
BSU_30470	NC_000964.3	3119565	3119837	-
BSU_30480	NC_000964.3	3119999	3120967	+
BSU_30490	NC_000964.3	3120964	3121548	+
BSU_30500	NC_000964.3	3121538	3122641	-
BSU_30510	NC_000964.3	3122662	3123441	-
BSU_30520	NC_000964.3	3123490	3124005	+
BSU_30530	NC_000964.3	3124250	3125641	-
BSU_30540	NC_000964.3	3125777	3127675	-
BSU_30550	NC_000964.3	3127825	3129027	-
BSU_30560	NC_000964.3	3129530	3131113	+
BSU_30570	NC_000964.3	3131152	3131394	-
BSU_30580	NC_000964.3	3131446	3132219	-
BSU_30595	NC_000964.3	3132370	3133374	+
BSU_30610	NC_000964.3	3133387	3134169	+
BSU_30620	NC_000964.3	3134144	3134956	+
BSU_30630	NC_000964.3	3134983	3135459	-
BSU_30640	NC_000964.3	3135668	3136072	-
BSU_30650	NC_000964.3	3136238	3136675	-
BSU_30659	NC_000964.3	3136768	3136944	+
BSU_30660	NC_000964.3	3136938	3137375	-
BSU_30670	NC_000964.3	3137495	3137968	-
BSU_30680	NC_000964.3	3138097	3138324	+
BSU_30690	NC_000964.3	3138321	3138884	-
BSU_30700	NC_000964.3	3138978	3139226	-
BSU_30710	NC_000964.3	3139431	3140762	+
BSU_30720	NC_000964.3	3140806	3141846	+
BSU_30739	NC_000964.3	3141900	3142058	+
BSU_30740	NC_000964.3	3142077	3142964	-
BSU_30750	NC_000964.3	3142954	3144261	-
BSU_30760	NC_000964.3	3144267	3145019	-
BSU_30770	NC_000964.3	3145038	3145958	-
BSU_30780	NC_000964.3	3146238	3147353	-
BSU_30790	NC_000964.3	3147350	3148810	-
BSU_30800	NC_000964.3	3148901	3149716	-
BSU_30810	NC_000964.3	3149751	3150575	-
BSU_30820	NC_000964.3	3150563	3152305	-
BSU_30830	NC_000964.3	3152302	3153717	-
BSU_30840	NC_000964.3	3154007	3154726	+
BSU_30850	NC_000964.3	3154735	3155553	-
BSU_30860	NC_000964.3	3155725	3157011	+
BSU_30870	NC_000964.3	3157008	3157958	+
BSU_30880	NC_000964.3	3157961	3159184	+
BSU_30890	NC_000964.3	3159258	3159689	-
BSU_30900	NC_000964.3	3159691	3160746	-
BSU_30910	NC_000964.3	3160761	3161894	-
BSU_30920	NC_000964.3	3162084	3163157	+
BSU_30930	NC_000964.3	3163237	3163704	+
BSU_30940	NC_000964.3	3163735	3166131	-
BSU_30950	NC_000964.3	3166118	3167572	-
BSU_30960	NC_000964.3	3167569	3168600	-
BSU_30970	NC_000964.3	3168624	3169766	-
BSU_30980	NC_000964.3	3169763	3171646	-
BSU_30990	NC_000964.3	3179306	3179884	+
BSU_31000	NC_000964.3	3179926	3180447	-
BSU_31010	NC_000964.3	3180465	3181994	-
BSU_31020	NC_000964.3	3182015	3182539	-
BSU_31030	NC_000964.3	3182707	3183195	+
BSU_31040	NC_000964.3	3183201	3183779	-
BSU_31050	NC_000964.3	3183867	3185075	-
BSU_31060	NC_000964.3	3185092	3186564	-
BSU_31070	NC_000964.3	3186763	3187305	+
BSU_31080	NC_000964.3	3187503	3188048	+
BSU_31090	NC_000964.3	3188414	3189082	+
BSU_31100	NC_000964.3	3189089	3190426	+
BSU_31110	NC_000964.3	3190462	3190725	-
BSU_31120	NC_000964.3	3190834	3191682	-
BSU_31130	NC_000964.3	3191843	3193378	-
BSU_31140	NC_000964.3	3193863	3194348	+
BSU_31150	NC_000964.3	3194635	3195465	-
BSU_31160	NC_000964.3	3195558	3196724	-
BSU_31170	NC_000964.3	3196906	3197892	+
BSU_31180	NC_000964.3	3197933	3199207	-
BSU_31190	NC_000964.3	3199233	3199547	-
BSU_31200	NC_000964.3	3199565	3201022	-
BSU_31210	NC_000964.3	3201027	3201803	-
BSU_31220	NC_000964.3	3201860	3203929	-
BSU_31230	NC_000964.3	3204067	3206055	-
BSU_31240	NC_000964.3	3206169	3208154	-
BSU_31250	NC_000964.3	3208280	3210268	-
BSU_31260	NC_000964.3	3210445	3212433	-
BSU_31270	NC_000964.3	3212591	3213328	+
BSU_31279	NC_000964.3	3213342	3213596	-
BSU_31280	NC_000964.3	3213854	3214252	-
BSU_31289	NC_000964.3	3214212	3214346	-
BSU_31290	NC_000964.3	3214372	3216036	-
BSU_31300	NC_000964.3	3216163	3217452	-
BSU_31310	NC_000964.3	3217496	3218173	-
BSU_31319	NC_000964.3	3218215	3218478	-
BSU_31321	NC_000964.3	3218525	3218857	+
BSU_31322	NC_000964.3	3218854	3219840	+
BSU_31330	NC_000964.3	3219837	3220241	-
BSU_31340	NC_000964.3	3220301	3220672	-
BSU_31350	NC_000964.3	3220731	3222083	-
BSU_31360	NC_000964.3	3222195	3223367	-
BSU_31370	NC_000964.3	3223471	3224634	-
BSU_31380	NC_000964.3	3224864	3225100	+
BSU_31390	NC_000964.3	3225178	3225570	-
BSU_31400	NC_000964.3	3225772	3226932	-
BSU_31410	NC_000964.3	3226933	3227433	-
BSU_31420	NC_000964.3	3227581	3228402	+
BSU_31430	NC_000964.3	3228431	3228691	-
BSU_31440	NC_000964.3	3228778	3229941	+
BSU_31450	NC_000964.3	3230067	3231353	+
BSU_31460	NC_000964.3	3231399	3231785	+
BSU_31470	NC_000964.3	3231812	3232429	-
BSU_31480	NC_000964.3	3232640	3233818	+
BSU_31490	NC_000964.3	3233911	3235785	+
BSU_31500	NC_000964.3	3235806	3236219	+
BSU_31510	NC_000964.3	3236422	3236979	-
BSU_31520	NC_000964.3	3237157	3238758	+
BSU_31530	NC_000964.3	3238751	3239458	+
BSU_31540	NC_000964.3	3239930	3241009	+
BSU_31550	NC_000964.3	3241085	3242617	+
BSU_31560	NC_000964.3	3242610	3243656	+
BSU_31570	NC_000964.3	3243657	3244616	+
BSU_31580	NC_000964.3	3244770	3246116	+
BSU_31590	NC_000964.3	3246152	3246367	-
BSU_31600	NC_000964.3	3246598	3249003	+
BSU_31610	NC_000964.3	3248996	3249427	+
BSU_31620	NC_000964.3	3249427	3249768	+
BSU_31630	NC_000964.3	3249761	3251242	+
BSU_31640	NC_000964.3	3251248	3251724	+
BSU_31650	NC_000964.3	3251724	3252008	+
BSU_31660	NC_000964.3	3251992	3252366	+
BSU_31670	NC_000964.3	3252405	3252785	-
BSU_31680	NC_000964.3	3252804	3253448	-
BSU_31690	NC_000964.3	3253529	3255838	-
BSU_31700	NC_000964.3	3255853	3256020	-
BSU_31710	NC_000964.3	3256008	3256907	-
BSU_31720	NC_000964.3	3257092	3257232	-
BSU_31725	NC_000964.3	3257454	3257579	+
BSU_31730	NC_000964.3	3257693	3258061	+
BSU_31740	NC_000964.3	3258037	3259266	-
BSU_31750	NC_000964.3	3259403	3260875	-
BSU_31760	NC_000964.3	3260891	3261442	-
BSU_31770	NC_000964.3	3261539	3261937	-
BSU_31780	NC_000964.3	3262009	3262257	-
BSU_31790	NC_000964.3	3262330	3262551	-
BSU_31800	NC_000964.3	3262611	3263720	-
BSU_31810	NC_000964.3	3263835	3264224	+
BSU_31820	NC_000964.3	3264265	3264501	-
BSU_31830	NC_000964.3	3264678	3265208	-
BSU_31840	NC_000964.3	3265406	3266137	-
BSU_31850	NC_000964.3	3266200	3266655	-
BSU_31860	NC_000964.3	3266687	3269917	-
BSU_31875	NC_000964.3	3269914	3274401	-
BSU_31890	NC_000964.3	3274462	3275817	-
BSU_31900	NC_000964.3	3275832	3276071	-
BSU_31910	NC_000964.3	3276141	3276434	-
BSU_31920	NC_000964.3	3276955	3278223	+
BSU_31930	NC_000964.3	3278325	3279461	+
BSU_31945	NC_000964.3	3279573	3280250	+
BSU_31959	NC_000964.3	3280294	3280503	-
BSU_31960	NC_000964.3	3280519	3287655	-
BSU_31970	NC_000964.3	3287675	3288613	-
BSU_31980	NC_000964.3	3288641	3290260	-
BSU_31990	NC_000964.3	3290289	3291485	-
BSU_32000	NC_000964.3	3291511	3292296	-
BSU_32010	NC_000964.3	3292490	3293359	-
BSU_32020	NC_000964.3	3293573	3294169	-
BSU_32030	NC_000964.3	3294270	3294872	+
BSU_32040	NC_000964.3	3294942	3296270	-
BSU_32050	NC_000964.3	3296417	3297919	-
BSU_32060	NC_000964.3	3298077	3298553	+
BSU_32070	NC_000964.3	3298584	3299240	-
BSU_32080	NC_000964.3	3299344	3299664	-
BSU_32090	NC_000964.3	3299718	3299861	-
BSU_32100	NC_000964.3	3300034	3301254	-
BSU_32110	NC_000964.3	3301586	3302584	+
BSU_32120	NC_000964.3	3302623	3302763	-
BSU_32130	NC_000964.3	3303042	3304022	+
BSU_32140	NC_000964.3	3304096	3304719	-
BSU_32150	NC_000964.3	3304743	3305261	-
BSU_32160	NC_000964.3	3305599	3305961	-
BSU_32170	NC_000964.3	3306040	3306894	-
BSU_32180	NC_000964.3	3307017	3308231	-
BSU_32190	NC_000964.3	3308368	3308604	-
BSU_32200	NC_000964.3	3308867	3309934	+
BSU_32210	NC_000964.3	3309960	3310286	-
BSU_32220	NC_000964.3	3310386	3310721	+
BSU_32230	NC_000964.3	3310763	3312736	-
BSU_32240	NC_000964.3	3312844	3313773	-
BSU_32250	NC_000964.3	3313770	3314828	-
BSU_32260	NC_000964.3	3314828	3316129	-
BSU_32270	NC_000964.3	3316330	3317349	-
BSU_32280	NC_000964.3	3317502	3318002	+
BSU_32290	NC_000964.3	3318029	3318799	-
BSU_32300	NC_000964.3	3318828	3319262	-
BSU_32310	NC_000964.3	3319286	3319561	-
BSU_32320	NC_000964.3	3319676	3320308	+
BSU_32330	NC_000964.3	3320324	3321220	-
BSU_32340	NC_000964.3	3321455	3322435	+
BSU_32350	NC_000964.3	3322463	3323227	-
BSU_32360	NC_000964.3	3323300	3323605	-
BSU_32370	NC_000964.3	3323670	3325058	-
BSU_32380	NC_000964.3	3325078	3325899	-
BSU_32390	NC_000964.3	3325917	3326765	-
BSU_32400	NC_000964.3	3326803	3327150	-
BSU_32410	NC_000964.3	3327247	3328587	-
BSU_32420	NC_000964.3	3328762	3330357	+
BSU_32430	NC_000964.3	3330502	3331851	+
BSU_32440	NC_000964.3	3331857	3333149	+
BSU_32450	NC_000964.3	3333162	3334646	+
BSU_32460	NC_000964.3	3334646	3334990	+
BSU_32469	NC_000964.3	3335414	3335545	+
BSU_32470	NC_000964.3	3335751	3336272	-
BSU_32480	NC_000964.3	3336263	3338500	-
BSU_32490	NC_000964.3	3338501	3339334	-
BSU_32500	NC_000964.3	3339331	3339948	-
BSU_32510	NC_000964.3	3339945	3340937	-
BSU_32520	NC_000964.3	3341166	3342416	-
BSU_32530	NC_000964.3	3342433	3343671	-
BSU_32539	NC_000964.3	3343894	3344031	+
BSU_32540	NC_000964.3	3344113	3344979	+
BSU_32550	NC_000964.3	3345013	3346116	-
BSU_32560	NC_000964.3	3346298	3347026	+
BSU_32570	NC_000964.3	3347051	3347905	-
BSU_32580	NC_000964.3	3347919	3348821	-
BSU_32590	NC_000964.3	3348825	3349703	-
BSU_32600	NC_000964.3	3349761	3351029	-
BSU_32610	NC_000964.3	3351110	3352096	-
BSU_32620	NC_000964.3	3352312	3352686	-
BSU_32630	NC_000964.3	3352789	3353907	-
BSU_32640	NC_000964.3	3354066	3354212	+
BSU_32650	NC_000964.3	3354212	3354487	+
BSU_32660	NC_000964.3	3354551	3354934	-
BSU_32669	NC_000964.3	3355045	3355323	-
BSU_32670	NC_000964.3	3355593	3356990	-
BSU_32680	NC_000964.3	3357011	3357454	-
BSU_32690	NC_000964.3	3357444	3358664	-
BSU_32700	NC_000964.3	3358664	3359977	-
BSU_32710	NC_000964.3	3359995	3360780	-
BSU_32719	NC_000964.3	3360974	3361111	-
BSU_32720	NC_000964.3	3361305	3361682	-
BSU_32730	NC_000964.3	3361767	3362591	-
BSU_32740	NC_000964.3	3362605	3363273	-
BSU_32750	NC_000964.3	3363266	3364291	-
BSU_32760	NC_000964.3	3364618	3364962	-
BSU_32770	NC_000964.3	3365069	3365389	-
BSU_32780	NC_000964.3	3365391	3365831	-
BSU_32790	NC_000964.3	3365831	3366067	-
BSU_32800	NC_000964.3	3366123	3366506	-
BSU_32810	NC_000964.3	3366573	3366929	-
BSU_32820	NC_000964.3	3367040	3368824	-
BSU_32830	NC_000964.3	3368839	3370014	-
BSU_32840	NC_000964.3	3370025	3372394	-
BSU_32849	NC_000964.3	3372569	3372715	+
BSU_32850	NC_000964.3	3372740	3373648	-
BSU_32859	NC_000964.3	3373743	3373988	+
BSU_32860	NC_000964.3	3374001	3374333	+
BSU_32870	NC_000964.3	3374492	3374959	+
BSU_32880	NC_000964.3	3374956	3376581	+
BSU_32890	NC_000964.3	3376617	3377000	-
BSU_32900	NC_000964.3	3377019	3377408	-
BSU_32910	NC_000964.3	3377430	3377759	-
BSU_32920	NC_000964.3	3377893	3378780	+
BSU_32930	NC_000964.3	3378800	3379087	-
BSU_32940	NC_000964.3	3379112	3379939	-
BSU_32950	NC_000964.3	3380157	3380594	-
BSU_32980	NC_000964.3	3382633	3383475	+
BSU_32990	NC_000964.3	3383565	3384026	+
BSU_33000	NC_000964.3	3384070	3385446	-
BSU_33010	NC_000964.3	3385724	3386401	+
BSU_33020	NC_000964.3	3386398	3387753	+
BSU_33029	NC_000964.3	3387781	3387945	-
BSU_33030	NC_000964.3	3388113	3388988	+
BSU_33040	NC_000964.3	3389024	3390412	-
BSU_33049	NC_000964.3	3390479	3390664	-
BSU_33050	NC_000964.3	3390782	3392230	+
BSU_33060	NC_000964.3	3392199	3393296	+
BSU_33070	NC_000964.3	3393293	3394414	+
BSU_33080	NC_000964.3	3394422	3395057	-
BSU_33090	NC_000964.3	3395035	3396117	-
BSU_33100	NC_000964.3	3396114	3396839	-
BSU_33110	NC_000964.3	3396873	3397745	-
BSU_33120	NC_000964.3	3397846	3398523	-
BSU_33130	NC_000964.3	3398550	3398930	-
BSU_33140	NC_000964.3	3399092	3400360	-
BSU_33150	NC_000964.3	3400537	3401118	-
BSU_33160	NC_000964.3	3401141	3402469	-
BSU_33170	NC_000964.3	3402469	3403530	-
BSU_33180	NC_000964.3	3403493	3404437	-
BSU_33190	NC_000964.3	3404835	3405626	+
BSU_33200	NC_000964.3	3405664	3406542	-
BSU_33210	NC_000964.3	3406614	3408356	-
BSU_33221	NC_000964.3	3408353	3409066	-
BSU_33222	NC_000964.3	3409219	3409458	-
BSU_33230	NC_000964.3	3409462	3409992	-
BSU_33239	NC_000964.3	3410007	3410345	+
BSU_33240	NC_000964.3	3410466	3411623	+
BSU_33250	NC_000964.3	3411684	3412094	+
BSU_33260	NC_000964.3	3412128	3413357	-
BSU_33270	NC_000964.3	3413350	3414039	-
BSU_33280	NC_000964.3	3414023	3415216	-
BSU_33290	NC_000964.3	3415387	3416196	-
BSU_33300	NC_000964.3	3416212	3417222	-
BSU_33310	NC_000964.3	3417222	3418376	-
BSU_33320	NC_000964.3	3418474	3419421	+
BSU_33330	NC_000964.3	3419656	3421065	-
BSU_33340	NC_000964.3	3421465	3421605	-
BSU_33350	NC_000964.3	3421772	3422254	+
BSU_33360	NC_000964.3	3422354	3424207	+
BSU_33370	NC_000964.3	3424235	3425161	-
BSU_33380	NC_000964.3	3425272	3426054	+
BSU_33390	NC_000964.3	3426026	3426718	+
BSU_33400	NC_000964.3	3426749	3427579	-
BSU_33410	NC_000964.3	3427802	3428287	+
BSU_33420	NC_000964.3	3428331	3430343	-
BSU_33430	NC_000964.3	3430598	3432313	-
BSU_33440	NC_000964.3	3432339	3434156	-
BSU_33450	NC_000964.3	3434327	3436651	-
BSU_33460	NC_000964.3	3436849	3437457	-
BSU_33470	NC_000964.3	3437644	3438060	-
BSU_33480	NC_000964.3	3438065	3438733	-
BSU_33490	NC_000964.3	3438853	3440961	-
BSU_33500	NC_000964.3	3441121	3443529	-
BSU_33510	NC_000964.3	3443613	3443822	-
BSU_33520	NC_000964.3	3443896	3444201	-
BSU_33530	NC_000964.3	3444329	3445405	+
BSU_33540	NC_000964.3	3445442	3446077	-
BSU_33550	NC_000964.3	3446237	3448132	-
BSU_33560	NC_000964.3	3448295	3448696	-
BSU_33570	NC_000964.3	3448693	3449052	-
BSU_33580	NC_000964.3	3449049	3449621	-
BSU_33590	NC_000964.3	3449732	3450526	-
BSU_33600	NC_000964.3	3451248	3451718	-
BSU_33610	NC_000964.3	3451863	3454202	-
BSU_33620	NC_000964.3	3454221	3454961	-
BSU_33630	NC_000964.3	3455093	3455323	-
BSU_33640	NC_000964.3	3455472	3456242	+
BSU_33650	NC_000964.3	3456282	3456515	-
BSU_33660	NC_000964.3	3456667	3457074	+
BSU_33670	NC_000964.3	3457104	3457523	+
BSU_33680	NC_000964.3	3457615	3457941	+
BSU_33690	NC_000964.3	3458066	3459766	+
BSU_33700	NC_000964.3	3459806	3460486	-
BSU_33710	NC_000964.3	3460503	3461423	-
BSU_33720	NC_000964.3	3461435	3462088	-
BSU_33730	NC_000964.3	3462105	3463250	-
BSU_33740	NC_000964.3	3463534	3464067	+
BSU_33750	NC_000964.3	3464289	3464765	+
BSU_33760	NC_000964.3	3464762	3465733	+
BSU_33770	NC_000964.3	3465776	3466387	+
BSU_33780	NC_000964.3	3466434	3467057	-
BSU_33790	NC_000964.3	3467054	3467326	-
BSU_33800	NC_000964.3	3467546	3468235	-
BSU_33810	NC_000964.3	3468253	3469164	-
BSU_33820	NC_000964.3	3469184	3469837	-
BSU_33830	NC_000964.3	3469860	3471002	-
BSU_33840	NC_000964.3	3471266	3471823	+
BSU_33850	NC_000964.3	3471841	3472476	-
BSU_33860	NC_000964.3	3472626	3473240	+
BSU_33870	NC_000964.3	3473372	3474070	+
BSU_33880	NC_000964.3	3474106	3475923	-
BSU_33890	NC_000964.3	3476043	3476510	+
BSU_33900	NC_000964.3	3476555	3477847	-
BSU_33910	NC_000964.3	3477877	3479412	-
BSU_33920	NC_000964.3	3479405	3480166	-
BSU_33930	NC_000964.3	3480197	3481381	-
BSU_33940	NC_000964.3	3481698	3482705	-
BSU_33950	NC_000964.3	3482752	3483774	-
BSU_33960	NC_000964.3	3484072	3485466	-
BSU_33970	NC_000964.3	3485670	3486758	+
BSU_33980	NC_000964.3	3486807	3487817	-
BSU_33990	NC_000964.3	3487974	3488852	-
BSU_34000	NC_000964.3	3488952	3489869	+
BSU_34010	NC_000964.3	3489910	3491253	-
BSU_34020	NC_000964.3	3491655	3492689	-
BSU_34030	NC_000964.3	3492797	3493519	-
BSU_34040	NC_000964.3	3493519	3494958	-
BSU_34050	NC_000964.3	3494985	3495701	-
BSU_34060	NC_000964.3	3495876	3496478	-
BSU_34070	NC_000964.3	3496495	3497610	-
BSU_34080	NC_000964.3	3497614	3498351	-
BSU_34090	NC_000964.3	3498352	3499257	-
BSU_34100	NC_000964.3	3499541	3500350	+
BSU_34110	NC_000964.3	3500386	3501597	+
BSU_34120	NC_000964.3	3501651	3502940	-
BSU_34130	NC_000964.3	3503020	3505083	-
BSU_34140	NC_000964.3	3505102	3505953	-
BSU_34150	NC_000964.3	3505957	3507213	-
BSU_34160	NC_000964.3	3507253	3508518	-
BSU_34170	NC_000964.3	3508659	3509651	-
BSU_34180	NC_000964.3	3509831	3510490	-
BSU_34190	NC_000964.3	3510780	3512471	+
BSU_34200	NC_000964.3	3512498	3513808	-
BSU_34210	NC_000964.3	3513887	3514105	+
BSU_34220	NC_000964.3	3514115	3515083	-
BSU_34230	NC_000964.3	3515062	3516228	-
BSU_34240	NC_000964.3	3516233	3516883	-
BSU_34250	NC_000964.3	3516880	3517488	-
BSU_34265	NC_000964.3	3517485	3519002	-
BSU_34280	NC_000964.3	3518999	3520033	-
BSU_34290	NC_000964.3	3520030	3521106	-
BSU_34300	NC_000964.3	3521111	3522145	-
BSU_34310	NC_000964.3	3522170	3523273	-
BSU_34320	NC_000964.3	3523270	3524424	-
BSU_34330	NC_000964.3	3524417	3525253	-
BSU_34340	NC_000964.3	3525250	3526395	-
BSU_34350	NC_000964.3	3526407	3528203	-
BSU_34360	NC_000964.3	3528462	3529145	-
BSU_34370	NC_000964.3	3529151	3529855	-
BSU_34380	NC_000964.3	3530101	3530559	+
BSU_34390	NC_000964.3	3530635	3532104	+
BSU_34399	NC_000964.3	3532107	3532298	+
BSU_34400	NC_000964.3	3532325	3532810	-
BSU_34430	NC_000964.3	3533419	3534102	-
BSU_34440	NC_000964.3	3534118	3535473	-
BSU_34450	NC_000964.3	3536012	3537433	+
BSU_34460	NC_000964.3	3537507	3539057	+
BSU_34470	NC_000964.3	3539165	3540727	+
BSU_34480	NC_000964.3	3540717	3541406	+
BSU_34490	NC_000964.3	3541488	3541823	+
BSU_34500	NC_000964.3	3541823	3542143	+
BSU_34510	NC_000964.3	3542179	3542691	-
BSU_34520	NC_000964.3	3542943	3544286	-
BSU_34530	NC_000964.3	3544642	3545604	+
BSU_34540	NC_000964.3	3546234	3546827	+
BSU_34550	NC_000964.3	3546873	3547553	-
BSU_34560	NC_000964.3	3547550	3549235	-
BSU_34570	NC_000964.3	3549228	3551501	-
BSU_34580	NC_000964.3	3551479	3552363	-
BSU_34590	NC_000964.3	3552369	3553205	-
BSU_34600	NC_000964.3	3553206	3554513	-
BSU_34610	NC_000964.3	3554553	3555806	-
BSU_34620	NC_000964.3	3555902	3557671	-
BSU_34630	NC_000964.3	3557784	3558734	-
BSU_34640	NC_000964.3	3558940	3559515	-
BSU_34650	NC_000964.3	3559632	3559952	+
BSU_34660	NC_000964.3	3559979	3561571	-
BSU_34670	NC_000964.3	3561590	3562183	-
BSU_34680	NC_000964.3	3562566	3563543	+
BSU_34690	NC_000964.3	3563581	3565521	-
BSU_34700	NC_000964.3	3565496	3566275	-
BSU_34710	NC_000964.3	3566358	3567428	-
BSU_34720	NC_000964.3	3567422	3568135	-
BSU_34729	NC_000964.3	3568282	3568491	+
BSU_34730	NC_000964.3	3568527	3569291	-
BSU_34740	NC_000964.3	3569292	3569549	-
BSU_34750	NC_000964.3	3569573	3570523	-
BSU_34760	NC_000964.3	3570546	3571499	-
BSU_34770	NC_000964.3	3571501	3572388	-
BSU_34780	NC_000964.3	3572413	3572889	-
BSU_34790	NC_000964.3	3573207	3574157	-
BSU_34800	NC_000964.3	3574363	3575784	-
BSU_34810	NC_000964.3	3576165	3577619	-
BSU_34820	NC_000964.3	3577745	3579514	-
BSU_34830	NC_000964.3	3579679	3580038	-
BSU_34840	NC_000964.3	3580053	3581963	-
BSU_34850	NC_000964.3	3581965	3582690	-
BSU_34860	NC_000964.3	3582936	3583565	-
BSU_34870	NC_000964.3	3583562	3584320	-
BSU_34880	NC_000964.3	3584317	3585054	-
BSU_34890	NC_000964.3	3585051	3585689	-
BSU_34900	NC_000964.3	3585690	3586274	-
BSU_34910	NC_000964.3	3586271	3587554	-
BSU_34920	NC_000964.3	3587551	3588192	-
BSU_34930	NC_000964.3	3588185	3589360	-
BSU_34940	NC_000964.3	3589611	3590363	+
BSU_34950	NC_000964.3	3590603	3591268	+
BSU_34960	NC_000964.3	3591288	3591806	-
BSU_34970	NC_000964.3	3591810	3592460	-
BSU_34980	NC_000964.3	3592457	3593395	-
BSU_34990	NC_000964.3	3593419	3594228	-
BSU_35000	NC_000964.3	3594242	3595174	-
BSU_35010	NC_000964.3	3595356	3596546	+
BSU_35020	NC_000964.3	3596543	3597271	+
BSU_35030	NC_000964.3	3597289	3598020	+
BSU_35040	NC_000964.3	3598040	3601909	-
BSU_35050	NC_000964.3	3602074	3602547	+
BSU_35060	NC_000964.3	3602588	3603805	-
BSU_35070	NC_000964.3	3603821	3604567	-
BSU_35080	NC_000964.3	3604993	3605502	+
BSU_35090	NC_000964.3	3605523	3606734	+
BSU_35100	NC_000964.3	3606762	3607121	-
BSU_35110	NC_000964.3	3607123	3607320	-
BSU_35120	NC_000964.3	3607325	3608422	-
BSU_35130	NC_000964.3	3608447	3608773	-
BSU_35140	NC_000964.3	3608991	3609221	+
BSU_35160	NC_000964.3	3610064	3612937	-
BSU_35170	NC_000964.3	3612945	3614930	-
BSU_35180	NC_000964.3	3615116	3615346	-
